sku,barcode,slug,title,description,category,categories,originalPrice,price,discount,stock,status,isCombination,image,tag,variants,show,commission
cargo008,,100-cotton-twill-6-pocket-zippered-cargo-pants-light-green,100% Cotton Twill 6-Pocket Zippered Cargo Pants - Light Green,"Stay comfortable and stylish with our 100% Cotton Twill Cargo Pants. Made from premium twill fabric, these cargos offer a durable yet breathable feel. Featuring 6 functional pockets and a smooth zipper closure, they’re perfect for daily wear, travel, and outdoor use. A versatile, modern-fit cargo designed for all-day comfort and utility.",Cargo Pants,Cargo Pants,1599,1199,400,4,show,true,"https://res.cloudinary.com/dmtollmup/image/upload/v1763711647/product/20251121_121534.png, https://res.cloudinary.com/dmtollmup/image/upload/v1763711649/product/20251121_121557.png",[],"{""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo008"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763711647/product/20251121_121534.png""} | {""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo008"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763711647/product/20251121_121534.png""}",,
cargo007,,100-cotton-twill-6-pocket-zippered-cargo-pants-dark-green,100% Cotton Twill 6-Pocket Zippered Cargo Pants - Dark Green,"Stay comfortable and stylish with our 100% Cotton Twill Cargo Pants. Made from premium twill fabric, these cargos offer a durable yet breathable feel. Featuring 6 functional pockets and a smooth zipper closure, they’re perfect for daily wear, travel, and outdoor use. A versatile, modern-fit cargo designed for all-day comfort and utility.",Cargo Pants,Cargo Pants,1599,1199,400,6,show,true,"https://res.cloudinary.com/dmtollmup/image/upload/v1763711472/product/20251121_121418.png, https://res.cloudinary.com/dmtollmup/image/upload/v1763711477/product/20251121_121438.png",[],"{""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo007"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763711472/product/20251121_121418.png""} | {""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo007"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763711472/product/20251121_121418.png""} | {""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo007"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763711472/product/20251121_121418.png""}",,
cargo006,,100-cotton-twill-6-pocket-zippered-cargo-pants-black,100% Cotton Twill 6-Pocket Zippered Cargo Pants - Black,"Stay comfortable and stylish with our 100% Cotton Twill Cargo Pants. Made from premium twill fabric, these cargos offer a durable yet breathable feel. Featuring 6 functional pockets and a smooth zipper closure, they’re perfect for daily wear, travel, and outdoor use. A versatile, modern-fit cargo designed for all-day comfort and utility.",Cargo Pants,Cargo Pants,1599,1199,400,4,show,true,"https://res.cloudinary.com/dmtollmup/image/upload/v1763711309/product/20251121_121313.png, https://res.cloudinary.com/dmtollmup/image/upload/v1763711315/product/20251121_121335.png",[],"{""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo006"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763711309/product/20251121_121313.png""} | {""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo006"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763711309/product/20251121_121313.png""}",,
cargo005,,100-cotton-twill-6-pocket-zippered-cargo-pants-brown,100% Cotton Twill 6-Pocket Zippered Cargo Pants -Brown,"Stay comfortable and stylish with our 100% Cotton Twill Cargo Pants. Made from premium twill fabric, these cargos offer a durable yet breathable feel. Featuring 6 functional pockets and a smooth zipper closure, they’re perfect for daily wear, travel, and outdoor use. A versatile, modern-fit cargo designed for all-day comfort and utility.",Cargo Pants,Cargo Pants,1599,1199,400,6,show,true,"https://res.cloudinary.com/dmtollmup/image/upload/v1763711150/product/20251121_121115.png, https://res.cloudinary.com/dmtollmup/image/upload/v1763711161/product/20251121_121208.png",[],"{""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo005"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763711150/product/20251121_121115.png""} | {""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo005"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763711150/product/20251121_121115.png""} | {""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo005"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763711150/product/20251121_121115.png""}",,
cargo004,,100-cotton-twill-6-pocket-zippered-cargo-pants-navy-blue,100% Cotton Twill 6-Pocket Zippered Cargo Pants - Navy Blue,"Stay comfortable and stylish with our 100% Cotton Twill Cargo Pants. Made from premium twill fabric, these cargos offer a durable yet breathable feel. Featuring 6 functional pockets and a smooth zipper closure, they’re perfect for daily wear, travel, and outdoor use. A versatile, modern-fit cargo designed for all-day comfort and utility.",Cargo Pants,Cargo Pants,1599,1199,400,6,show,true,"https://res.cloudinary.com/dmtollmup/image/upload/v1763711037/product/20251121_120920.png, https://res.cloudinary.com/dmtollmup/image/upload/v1763711040/product/20251121_121007.png",[],"{""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo004"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763711037/product/20251121_120920.png""} | {""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo004"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763711037/product/20251121_120920.png""} | {""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo004"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763711037/product/20251121_120920.png""}",,
cargo003,,100-cotton-twill-6-pocket-zippered-cargo-pants-light-grey,100% Cotton Twill 6-Pocket Zippered Cargo Pants - Light Grey,"Stay comfortable and stylish with our 100% Cotton Twill Cargo Pants. Made from premium twill fabric, these cargos offer a durable yet breathable feel. Featuring 6 functional pockets and a smooth zipper closure, they’re perfect for daily wear, travel, and outdoor use. A versatile, modern-fit cargo designed for all-day comfort and utility.",Cargo Pants,Cargo Pants,1599,1199,400,4,show,true,"https://res.cloudinary.com/dmtollmup/image/upload/v1763710927/product/20251121_120624.png, https://res.cloudinary.com/dmtollmup/image/upload/v1763710929/product/20251121_120650.png",[],"{""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo003"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763710927/product/20251121_120624.png""} | {""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo003"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763710927/product/20251121_120624.png""}",,
cargo002,,100-cotton-twill-6-pocket-zippered-cargo-pants-khaki,100% Cotton Twill 6-Pocket Zippered Cargo Pants -  Khaki,"Stay comfortable and stylish with our 100% Cotton Twill Cargo Pants. Made from premium twill fabric, these cargos offer a durable yet breathable feel. Featuring 6 functional pockets and a smooth zipper closure, they’re perfect for daily wear, travel, and outdoor use. A versatile, modern-fit cargo designed for all-day comfort and utility.",Cargo Pants,Cargo Pants,1599,1199,400,4,show,true,"https://res.cloudinary.com/dmtollmup/image/upload/v1763710741/product/20251121_120422.png, https://res.cloudinary.com/dmtollmup/image/upload/v1763710070/product/20251121_120453.png",[],"{""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo002"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763710741/product/20251121_120422.png""} | {""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo002"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763710741/product/20251121_120422.png""}",,
cargo001,,100-cotton-twill-6-pocket-zippered-cargo-pants-stone,100% Cotton Twill 6-Pocket Zippered Cargo Pants -  Stone,"Stay comfortable and stylish with our 100% Cotton Twill Cargo Pants. Made from premium twill fabric, these cargos offer a durable yet breathable feel. Featuring 6 functional pockets and a smooth zipper closure, they’re perfect for daily wear, travel, and outdoor use. A versatile, modern-fit cargo designed for all-day comfort and utility.",Cargo Pants,Cargo Pants,1599,1199,400,8,show,true,"https://res.cloudinary.com/dmtollmup/image/upload/v1763710470/product/20251121_120222.png, https://res.cloudinary.com/dmtollmup/image/upload/v1763710462/product/20251121_120254.png",[],"{""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo001"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763710470/product/20251121_120222.png""} | {""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo001"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763710470/product/20251121_120222.png""} | {""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo001"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763710470/product/20251121_120222.png""} | {""originalPrice"":""1599.00"",""price"":""1199.00"",""discount"":""400.00"",""quantity"":2,""barcode"":"""",""sku"":""cargo001"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763710470/product/20251121_120222.png""}",,
DNM001,,premium-flat-finish-formal-fit-denim-light-blue,Premium Flat-Finish Formal Fit Denim - Light Blue,"Our denims are made from fine, raw, original denim cotton fabric—giving you authentic strength, natural softness, and long-lasting comfort. Designed in a flat finish for a sleek, refined look, these denim pants offer a great formal fit that works perfectly for office, outings, or everyday wear.",Denim,"Trousers, Denim",1799,999,800,18,show,true,"https://res.cloudinary.com/dmtollmup/image/upload/v1763549786/product/20251119_131616.png, https://res.cloudinary.com/dmtollmup/image/upload/v1763549831/product/20251119_131628.png",[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":3,""barcode"":"""",""sku"":""DNM001"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763549786/product/20251119_131616.png""} | {""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":3,""barcode"":"""",""sku"":""DNM001"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763549786/product/20251119_131616.png""} | {""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":3,""barcode"":"""",""sku"":""DNM001"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763549786/product/20251119_131616.png""} | {""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":3,""barcode"":"""",""sku"":""DNM001"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763549786/product/20251119_131616.png""} | {""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":3,""barcode"":"""",""sku"":""DNM001"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763549786/product/20251119_131616.png""} | {""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":3,""barcode"":"""",""sku"":""DNM001"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763549786/product/20251119_131616.png""}",,
DNM004,,premium-flat-finish-formal-fit-denim-light-gray,Premium Flat-Finish Formal Fit Denim - Light Gray,"Our denims are made from fine, raw, original denim cotton fabric—giving you authentic strength, natural softness, and long-lasting comfort. Designed in a flat finish for a sleek, refined look, these denim pants offer a great formal fit that works perfectly for office, outings, or everyday wear.",Denim,"Trousers, Denim",1799,999,800,18,show,true,"https://res.cloudinary.com/dmtollmup/image/upload/v1763550421/product/20251119_131739.png, https://res.cloudinary.com/dmtollmup/image/upload/v1763550420/product/20251119_131750.png",[],"{""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":3,""barcode"":"""",""sku"":""DNM004"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763550421/product/20251119_131739.png""} | {""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":3,""barcode"":"""",""sku"":""DNM004"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763550421/product/20251119_131739.png""} | {""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":3,""barcode"":"""",""sku"":""DNM004"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763550421/product/20251119_131739.png""} | {""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":3,""barcode"":"""",""sku"":""DNM004"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763550421/product/20251119_131739.png""} | {""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":3,""barcode"":"""",""sku"":""DNM004"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763550421/product/20251119_131739.png""} | {""originalPrice"":""1799.00"",""price"":""999.00"",""discount"":""800.00"",""quantity"":3,""barcode"":"""",""sku"":""DNM004"",""image"":""https://res.cloudinary.com/dmtollmup/image/upload/v1763550421/product/20251119_131739.png""}",,
